source,route,lap,annotation,orig_idx,label_heuristic,label_supervised,split_heuristic,split_supervised
artificial,_87-20-2026-03-23_21-16-39-3b9,ride,,,0,0,unused,val
artificial,_87-20-2026-03-23_21-16-39-3b9,ride,,,0,0,unused,val
artificial,_87-20-2026-03-23_21-16-39-3b9,ride,,,0,0,unused,val
artificial,_87-20-2026-03-23_21-16-39-3b9,ride,,,0,0,unused,val
artificial,_87-20-2026-03-23_21-16-39-3b9,ride,,,0,0,unused,val
artificial,_87-20-2026-03-23_21-16-39-3b9,ride,,,0,0,unused,val
artificial,_87-20-2026-03-23_21-16-39-3b9,ride,,,0,0,unused,val
artificial,_87-20-2026-03-23_21-16-39-3b9,ride,,,0,0,unused,val
artificial,_87-20-2026-03-23_21-16-39-3b9,ride,,,0,0,unused,val
artificial,_87-20-2026-03-23_21-16-39-3b9,ride,,,0,0,unused,val
artificial,_87-20-2026-03-23_21-16-39-3b9,ride,,,0,0,unused,val
artificial,_87-20-2026-03-23_21-16-39-3b9,ride,,,0,0,unused,val
artificial,_87-20-2026-03-23_21-16-39-3b9,ride,,,0,0,unused,val
artificial,_87-20-2026-03-23_21-16-39-3b9,ride,,,0,0,unused,val
artificial,_87-20-2026-03-23_21-16-39-3b9,ride,,,0,0,unused,val
artificial,_87-20-2026-03-23_21-16-39-3b9,ride,,,0,0,unused,val
artificial,_87-20-2026-03-23_21-16-39-3b9,ride,,,0,0,unused,val
artificial,_87-20-2026-03-23_21-16-39-3b9,ride,,,0,0,unused,val
artificial,_87-20-2026-03-23_21-16-39-3b9,ride,,,0,0,unused,val
artificial,_87-20-2026-03-23_21-16-39-3b9,ride,,,0,0,unused,val
artificial,_87-20-2026-03-23_21-16-39-3b9,ride,,,0,0,unused,val
artificial,_87-20-2026-03-23_21-16-39-3b9,ride,,,0,0,unused,val
artificial,_87-20-2026-03-23_21-16-39-3b9,ride,,,0,0,unused,val
artificial,_87-20-2026-03-23_21-16-39-3b9,ride,,,0,0,unused,val
artificial,_87-20-2026-03-23_21-16-39-3b9,ride,,,0,0,unused,val
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,Bache,,2,1,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,Bache,,2,1,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,2,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,Esquivada,,0,2,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,Esquivada,,0,2,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,1,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,1,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,Freno de emergencia,,0,3,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,Freno de emergencia,,0,3,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,1,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,2,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,Bache,,2,1,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,Bache,,2,1,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,1,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,1,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,Bache,,2,1,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,Bache,,2,1,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,1,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,1,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,1,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,Freno de emergencia,,0,3,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,Freno de emergencia,,0,3,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,Bache,,2,1,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,Bache,,2,1,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,Esquivada,,0,2,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,Esquivada,,0,2,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,Bache,,2,1,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,Bache,,2,1,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,Freno de emergencia,,0,3,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,Freno de emergencia,,0,3,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,Bache,,2,1,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,Bache,,2,1,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,Esquivada,,0,2,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,Esquivada,,0,2,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,1,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,1,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,1,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,1,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,Freno de emergencia,,0,3,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,Freno de emergencia,,0,3,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
artificial,_a_43_37_-2026-03-23_22-53-08-,ride,,,0,0,unused,train
